,id,followers_count,follow_count,blog_count,indiv_attitude,indiv_comments,indiv_reposts,indiv_latenight,indiv_neg_emoji,Cogproc,Negemo,Negate,Affect,Bio,Discrep,Tentat,Insight,Health,Sad,depressed,mssd_Cogproc,mssd_Negemo,mssd_Negate,mssd_Affect,mssd_Bio,mssd_Discrep,mssd_Tentat,mssd_Insight,mssd_Health,mssd_Sad,mssd_depressed,label
10,748.0,0.0,0.0,17.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.20554272517321015,0.07159353348729793,0.09006928406466513,0.07390300230946882,0.10161662817551963,0.07390300230946882,0.05542725173210162,0.02771362586605081,0.10623556581986143,0.07159353348729793,0.08664259927797834,0.016474087732375162,0.005036027410851851,0.0036407923078714197,0.007824606626128263,0.006643308905057654,0.010970991833067194,0.004265180692630824,0.0056888346775727785,0.0013193806920305125,0.013414520678588554,0.009056884646317407,1
11,749.0,5.0,5.0,34.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.2032520325203252,0.05807200929152149,0.04878048780487805,0.06504065040650407,0.09523809523809523,0.06387921022067364,0.03948896631823461,0.029036004645760744,0.10801393728222997,0.09175377468060394,0.0691699604743083,0.048121923287498224,0.00908871092319317,0.006458271849367156,0.0177149764526725,0.01563404052680615,0.03457956539606019,0.021589130029404484,0.012389365791117277,0.0052160018113816195,0.009867138013952137,0.015170264350081166,1
12,750.0,231.0,231.0,3845.0,0.005235602094240838,0.015706806282722512,0.0,0.2356020942408377,0.0,0.17573675646356898,0.034532634243355634,0.02124389802928946,0.05975411318025674,0.08786837823178449,0.0573133248960405,0.03380943771469897,0.026306273729886098,0.09880672572771651,0.0672572771650696,0.008191217940110112,0.010752238607481436,0.0009576801592318947,0.002252902887075044,0.0015720309311881128,0.0014285650180543355,0.0027107236947434945,0.0023429260071203984,0.003298858856251674,0.0005986958198326439,0.0004939971483713329,0.0005344446754998217,1
13,751.0,30.0,30.0,959.0,0.0,0.0,0.0,0.5135135135135135,0.0,0.17872523686477174,0.04694229112833764,0.05900086132644272,0.06330749354005168,0.09259259259259259,0.06632213608957795,0.031007751937984496,0.04220499569336779,0.1020671834625323,0.06330749354005168,0.02813852813852814,0.022061071124400394,0.0029660961715902113,0.010180151805748768,0.014567789668736637,0.010537719799236563,0.006426607285373221,0.003002399729834945,0.008201587854967248,0.0011982022060053547,0.004614535038054518,0.007351225358858054,1
14,752.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.18571428571428572,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.11428571428571428,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.09523809523809523,0.03792470156106519,0.0072718089990817265,0.009652892561983473,0.019934802571166206,0.01111111111111111,0.001652892561983471,0.0,0.05555555555555556,0.0,0.05555555555555556,0.021777777777777778,1
15,753.0,1181.0,1181.0,713.0,0.0,0.0,0.0,0.22916666666666666,0.026041666666666668,0.188394584139265,0.03481624758220503,0.044100580270793034,0.08317214700193423,0.13771760154738877,0.09555125725338491,0.026692456479690523,0.02553191489361702,0.12843326885880077,0.05880077369439071,0.020783847980997625,0.057921117440320614,0.00884544826183706,0.009935879336330595,0.023335324828057794,0.0419986971826609,0.029634437024941642,0.02341844896987012,0.02141899758214821,0.006918818125268741,0.0004007635406405479,0.01757876716253317,1
16,754.0,1.0,1.0,210.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.23009356501814016,0.05002864235249189,0.07637960664502577,0.0708420851632614,0.09299217109031889,0.060530838266182926,0.05193813251861753,0.037998854305900324,0.10712239831964865,0.07981668894405194,0.06024484536082474,0.046662904529131535,0.013624369443135224,0.03447643949060421,0.01685858195971773,0.027661623012844173,0.01732321135888925,0.017460177407391617,0.013671857378397777,0.02424091253874773,0.009461620101138516,0.03333431437433067,1
17,755.0,210.0,210.0,1014.0,0.01680672268907563,0.0,0.0,0.2773109243697479,0.008403361344537815,0.14244186046511628,0.01937984496124031,0.041666666666666664,0.0755813953488372,0.09205426356589147,0.09786821705426356,0.02422480620155039,0.007751937984496124,0.12015503875968993,0.06395348837209303,0.011379800853485065,0.03098945613778863,0.006536788760166516,0.0014273136790033687,0.016365894083673345,0.02307538818988351,0.009497364203064894,0.012791207967992043,0.012762463918029088,0.005261155309581459,4.5226281066460156e-05,0.03159693802591727,1
18,756.0,31.0,31.0,33.0,0.08108108108108109,0.0,0.0,0.35135135135135137,0.0,0.193390452876377,0.025703794369645042,0.05752753977968176,0.08200734394124846,0.11260709914320685,0.09302325581395349,0.03916768665850673,0.02692778457772338,0.10526315789473684,0.08200734394124846,0.060546875,0.043095592478206386,0.0018305982979971204,0.005368625860468157,0.004863319170994828,0.02484735334249125,0.012312951724988483,0.008269185642830072,0.003999357547130935,0.005204353626748159,0.002024611988134154,0.01103638610952999,1
19,757.0,11164.0,11164.0,61.0,0.17142857142857143,0.05714285714285714,0.0,0.8,0.02857142857142857,0.11296296296296296,0.025925925925925925,0.037037037037037035,0.05,0.06111111111111111,0.06296296296296296,0.020370370370370372,0.012962962962962963,0.12222222222222222,0.10555555555555556,0.014124293785310734,0.03771929004313542,0.0012815434564142937,0.00695834414421093,0.010570601648151432,0.012458316771582715,0.002719837947572446,0.0003981592761038582,0.03050474754884597,5.887771775376817e-05,0.00015891773376017072,0.0002165658425773641,1
20,758.0,159.0,159.0,205.0,0.0,0.0,0.0,0.3588235294117647,0.011764705882352941,0.13423316523286857,0.028033224562444378,0.01320083061406111,0.037822604568377334,0.0548798576090181,0.04108573123702165,0.023286858498961734,0.02150697122515574,0.09240581429842777,0.116137644615841,0.008145766345123259,0.02013331628831475,0.0017419754412539557,0.00360563493204308,0.0064055524476349344,0.016040421194584233,0.003066472331920373,0.0016613551156189617,0.004385515573448821,0.005430513197961478,0.000861199636898205,0.0008818451932298658,1
21,759.0,65.0,65.0,267.0,0.0,0.0,0.0,0.7564766839378239,0.0,0.17456107111279526,0.031703928255652394,0.060123784261715295,0.05709233295440192,0.09864847795882278,0.05848174813692055,0.029177718832891247,0.034482758620689655,0.11077428318807629,0.09650119994947581,0.01888375996642887,0.019750605500755514,0.0024098172925469236,0.006449189210442879,0.006218112783313388,0.0079700774910245,0.005009531200231413,0.004654119273872279,0.006834005037101375,0.0024983069000208504,0.0017086588720891269,0.0033647717979024406,1
22,760.0,2998.0,2998.0,748.0,0.18333333333333332,0.0,0.016666666666666666,0.9888888888888889,0.011111111111111112,0.12706270627062707,0.023573785950023574,0.033946251768033946,0.04691183404054691,0.07307873644507308,0.06836397925506836,0.021687883074021686,0.020037718057520037,0.12965582272512965,0.08887317303158887,0.009970457902511078,0.0217526164225332,0.0059449905965806345,0.004580583469444592,0.014012317258064243,0.01675681234701733,0.0038112018224780732,0.006662808836149769,0.006098674774072099,0.002105423605394763,0.01325790754050425,0.013404762336647617,1
23,761.0,1.0,1.0,34.0,0.03225806451612903,0.0,0.0,0.25806451612903225,0.0,0.19366715758468336,0.05817378497790869,0.04786450662739323,0.06332842415316642,0.07952871870397643,0.04491899852724595,0.03313696612665685,0.04786450662739323,0.11413843888070692,0.10088365243004419,0.041031652989449004,0.030897088075229225,0.0054225234749297095,0.007209328786182983,0.019098767665680857,0.07844659998718927,0.0031041705698360406,0.0016401540465365576,0.00787578750451771,0.009319376790392945,0.007004468186788316,0.07771534888231,1
24,762.0,45.0,45.0,170.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.18857142857142858,0.03238095238095238,0.047619047619047616,0.07047619047619047,0.09714285714285714,0.06857142857142857,0.03428571428571429,0.03428571428571429,0.10666666666666667,0.10857142857142857,0.014970059880239521,0.0751808127893709,0.0029970494002930573,0.015996431065241005,0.011392263752295285,0.00932850544370483,0.008258313070796192,0.017850227354008076,0.016179418430718052,0.00026901507682856136,0.0,0.004756420302922615,1
25,763.0,1.0,1.0,14.0,0.0,0.0,0.0,0.75,0.0,0.26588235294117646,0.05647058823529412,0.06588235294117648,0.08235294117647059,0.10588235294117647,0.06352941176470588,0.07294117647058823,0.04470588235294118,0.0988235294117647,0.07294117647058823,0.04878048780487805,0.024554662464023328,0.005719581501424208,0.007381543611163773,0.024566354578098647,0.010226380193402206,0.005434985119272373,0.01145238841570853,0.02314957950506216,0.007656175111855054,0.014696020879589333,0.01078221225326356,1
26,764.0,5.0,5.0,16.0,0.0625,0.1875,0.0,0.25,0.0,0.18181818181818182,0.07125307125307126,0.02702702702702703,0.04668304668304668,0.10810810810810811,0.10565110565110565,0.03194103194103194,0.04176904176904177,0.12776412776412777,0.022113022113022112,0.053231939163498096,0.03012321624790948,0.002527156760769553,0.009915886984026462,0.0026320690439685427,0.0035680552373828305,0.0019443447642049513,0.003336528072189344,0.005013114463533571,0.003431856123403229,0.0017282190405199461,0.004356300084467744,1
27,765.0,3.0,3.0,111.0,0.01282051282051282,0.0,0.0,0.34615384615384615,0.01282051282051282,0.1484308736217133,0.033927056827820185,0.03816793893129771,0.05173876166242578,0.09584393553859202,0.06615776081424936,0.032230703986429174,0.02544529262086514,0.09838846480067855,0.07548770144189991,0.023529411764705882,0.030789491546120283,0.005854716151754632,0.010590021325872823,0.012051293526852122,0.011485653727922169,0.015206578620449373,0.008495162434366245,0.004226753378676321,0.011999468907161212,0.001985790217644944,0.015817214301955713,1
28,766.0,2.0,2.0,72.0,0.0,0.0,0.0,1.4393939393939394,0.030303030303030304,0.2558411214953271,0.054906542056074766,0.053738317757009345,0.1133177570093458,0.12733644859813084,0.12032710280373832,0.053738317757009345,0.03387850467289719,0.1261682242990654,0.06425233644859812,0.10456273764258556,0.05835237799611908,0.009586169551238284,0.01533405540389396,0.0147201337586699,0.018759860669672165,0.031710616486310704,0.020443973458734024,0.03012014481012881,0.014980012029964131,0.012765595373104302,0.1027650517049088,1
29,767.0,143677.0,143677.0,946.0,0.026737967914438502,0.016042780748663103,0.0,1.0588235294117647,0.11229946524064172,0.14204410718520274,0.029641925539483045,0.03746739388190657,0.04031301873369694,0.06568650699549443,0.061180934313493,0.03035333175243064,0.01802229072800569,0.1038653070903486,0.08276025610623666,0.018787663948954272,0.02305795885785297,0.0020588055659675596,0.004068395747779548,0.014533197382738214,0.023121495860566513,0.0032292510521634717,0.004274384187864766,0.005106679568320459,0.004041265172814404,0.0023183227144325303,0.004257807221649515,1
30,768.0,11.0,11.0,19.0,0.0,0.0,0.0,0.5,0.0,0.18181818181818182,0.18181818181818182,0.0,0.06060606060606061,0.0,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.0,0.030303030303030304,0.10714285714285714,0.007047750229568411,0.031135215794306705,0.012006427915518824,0.02033976124885216,0.04444444444444444,0.012006427915518824,0.012006427915518824,0.012764003673094581,0.01111111111111111,0.11111111111111112,0.046097337006427916,1
31,769.0,86.0,86.0,297.0,0.0,0.0,0.0,0.3977272727272727,0.011363636363636364,0.1944954128440367,0.04036697247706422,0.03669724770642202,0.05137614678899083,0.10458715596330276,0.07155963302752294,0.03853211009174312,0.03486238532110092,0.12752293577981652,0.07155963302752294,0.0361794500723589,0.09730476413173457,0.0074537321004852445,0.033662212072889754,0.01628086588649738,0.026962358784500158,0.01917502200219629,0.013763739479754029,0.030841793739872437,0.00889857111176552,0.021039991989556694,0.022168362573920956,1
32,770.0,92.0,92.0,1370.0,0.0,0.0,0.0,1.0632911392405062,0.0,0.14860335195530727,0.021229050279329607,0.03910614525139665,0.05251396648044693,0.08379888268156424,0.05810055865921788,0.030167597765363128,0.01899441340782123,0.10614525139664804,0.06256983240223464,0.026101141924959218,0.06948486923869683,0.0011930841128573123,0.003163062189733504,0.01192559609597701,0.008770476642047631,0.011426824529891782,0.005081457606249786,0.03724007546017832,0.00278427981665983,0.0014747527991856913,0.00321894985596714,1
33,771.0,8.0,8.0,3554.0,0.0,0.0,0.0,0.21164021164021163,0.026455026455026454,0.1674698795180723,0.04236947791164659,0.07590361445783132,0.06385542168674699,0.10883534136546184,0.06726907630522089,0.02891566265060241,0.02751004016064257,0.09578313253012048,0.08694779116465863,0.024153074027603513,0.03227374405540083,0.005976179275146552,0.012345078985241632,0.010750632442100385,0.009068009060979144,0.00896043340511902,0.00647252008331708,0.00872030408221537,0.0031573247274291516,0.002658953550014988,0.008015335778653073,1
34,772.0,1195.0,1195.0,158.0,0.0,0.0,0.0,0.42063492063492064,0.007936507936507936,0.15621230398069963,0.032569360675512665,0.03739445114595899,0.04945717732207479,0.07780458383594692,0.07659831121833534,0.029553679131483716,0.026537997587454766,0.10072376357056695,0.0850422195416164,0.023679417122040074,0.04164960785547217,0.010222742907792483,0.006469445924239662,0.019740945868556074,0.013886950984460529,0.007508734873326329,0.005568148741425064,0.0216828751755282,0.0032467485474436775,0.01489772326267394,0.010283770543623992,1
35,773.0,76.0,76.0,241.0,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.13872832369942195,0.028901734104046242,0.023121387283236993,0.07514450867052024,0.1676300578034682,0.09248554913294797,0.017341040462427744,0.028901734104046242,0.10404624277456648,0.05202312138728324,0.017857142857142856,0.04923243762550352,0.004990943987889273,0.02032900604651692,0.010346903328238226,0.0039975575237399565,0.0,0.004338775951557093,9.130752373995619e-05,0.0,0.0078125,0.00036523009495982475,1
36,774.0,3.0,3.0,18.0,0.1875,0.0,0.0,0.875,0.0,0.171900826446281,0.05454545454545454,0.05950413223140496,0.05785123966942149,0.07768595041322314,0.0628099173553719,0.023140495867768594,0.03471074380165289,0.08925619834710743,0.11239669421487604,0.037037037037037035,0.030371056595477414,0.028649312504336333,0.00836522068597607,0.023937094425531234,0.00917402172894972,0.008434343947381876,0.0042274727970976166,0.005072957177705722,0.0032203298787979334,0.0017054485589561622,0.002163591267316234,1
37,775.0,1.0,1.0,11.0,0.0,0.0,0.0,2.6,0.2,0.2702702702702703,0.06756756756756757,0.013513513513513514,0.0945945945945946,0.08108108108108109,0.05405405405405406,0.08108108108108109,0.04054054054054054,0.08108108108108109,0.0945945945945946,0.058823529411764705,0.08500251952632906,0.0032539780958679766,0.00699266975308642,0.016873937074829932,0.018566743827160493,0.022569444444444444,0.025086018203577733,0.03824266975308642,0.00390625,0.011259133282942806,0.009929492630385487,1
38,776.0,1.0,1.0,74.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.2014294996751137,0.04093567251461988,0.07992202729044834,0.07992202729044834,0.07862248213125406,0.06172839506172839,0.050032488628979854,0.03898635477582846,0.10006497725795971,0.07797270955165692,0.03938730853391685,0.04103243474450086,0.004803912247248111,0.007856321634021467,0.014211302893858834,0.00868126675764053,0.027335744698303806,0.017391741164285424,0.013659488774237909,0.003976342026744657,0.001731981098474624,0.011506284080556282,1
39,777.0,113.0,113.0,72.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.1449814126394052,0.01858736059479554,0.048327137546468404,0.055762081784386616,0.07806691449814127,0.06691449814126393,0.026022304832713755,0.02973977695167286,0.11152416356877323,0.12639405204460966,0.0058823529411764705,0.02808164525069287,0.003371176618795667,0.004697858402620309,0.015141502897455276,0.0013958175862937767,0.006355076845553037,0.009296422272612747,0.0035632401108591583,0.0003489543965734442,0.0,0.0022222222222222222,1
40,778.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.07017543859649122,0.07017543859649122,0.12280701754385964,0.08771929824561403,0.03508771929824561,0.10526315789473684,0.03508771929824561,0.08771929824561403,0.05263157894736842,0.03125,0.0017361111111111104,0.0,0.006944444444444444,0.0017361111111111114,0.0017361111111111114,0.001736111111111111,0.006944444444444444,0.006944444444444446,0.015625,0.001736111111111111,0.001736111111111111,1
41,779.0,185.0,185.0,100.0,0.0,0.0,0.0,0.4827586206896552,0.0,0.16526138279932545,0.050590219224283306,0.04384485666104553,0.04384485666104553,0.09106239460370995,0.0775716694772344,0.045531197301854974,0.023608768971332208,0.06070826306913996,0.07082630691399663,0.05263157894736842,0.03025883756109133,0.007787085297688563,0.02332953090384373,0.02025768000023797,0.015290173424905082,0.01296037045894594,0.01340534655117876,0.014175264946218938,0.006651020068531727,0.017879099312133825,0.013602027868806115,1
42,780.0,34.0,34.0,140.0,0.0,0.0,0.0,0.875,0.0,0.19541375872382852,0.047856430707876374,0.08175473579262213,0.07278165503489531,0.11814556331006978,0.07377866400797607,0.03090727816550349,0.03489531405782652,0.10717846460618145,0.1061814556331007,0.051709027169149865,0.03591398714654394,0.027377253277800544,0.009076541286567342,0.026408320292173743,0.11920596096004589,0.01845986192784163,0.01240357735075353,0.013595495983284597,0.11010956328678652,0.0033193195620467423,0.0989587090302041,1
43,781.0,17.0,17.0,6.0,0.0,0.0,0.0,2.0,0.0,0.16129032258064516,0.12903225806451613,0.06451612903225806,0.12903225806451613,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.12903225806451613,0.047619047619047616,0.056111111111111105,0.007647569444444443,0.0078125,0.00556423611111111,0.005000000000000001,0.005000000000000001,0.005000000000000001,0.06444444444444444,0.005000000000000001,0.0078125,0.0078125,1
44,782.0,250.0,250.0,387.0,0.0,0.0,0.0,0.24,0.0,0.10880829015544041,0.05181347150259067,0.04922279792746114,0.05699481865284974,0.08549222797927461,0.05699481865284974,0.010362694300518135,0.018134715025906734,0.11139896373056994,0.05699481865284974,0.04059040590405904,0.024046143610715477,0.016445393087528123,0.0035225491893238364,0.04561805005658935,0.028933885252476907,0.005877707848067421,0.0024518140589569162,0.008579302091206853,0.005001598808042742,0.003439996137868938,0.007409876228983238,1
45,783.0,19.0,19.0,120.0,0.015151515151515152,0.0,0.0,0.5151515151515151,0.0,0.18059614260666276,0.03331385154880187,0.037405026300409115,0.055523085914669784,0.07656341320864991,0.04734073641145529,0.049094097019286964,0.03389830508474576,0.09468147282291058,0.09000584453535944,0.01833180568285976,0.05887329673158818,0.00224861273002166,0.010001691004373158,0.01860029622375842,0.004886024197183954,0.009167888228638319,0.009514916152333243,0.038114431089720784,0.0007724355484069103,0.0008802444330845664,0.032679969788100977,1
46,784.0,4.0,4.0,11.0,0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.25925925925925924,0.18518518518518517,0.0,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.14814814814814814,0.037037037037037035,0.09523809523809523,0.09633264462809915,0.0014706726354453623,0.016787190082644628,0.006463785583103766,0.007001836547291092,0.013888888888888888,0.008264462809917356,0.0,0.007001836547291092,0.07438016528925619,0.007001836547291092,1
47,785.0,176.0,176.0,680.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.18370883882149047,0.05545927209705372,0.05199306759098787,0.06239168110918544,0.09532062391681109,0.058925476603119586,0.022530329289428077,0.029462738301559793,0.08665511265164645,0.10571923743500866,0.02617801047120419,0.07018711627431769,0.014096123598936182,0.016137823696759004,0.054445934879407985,0.011006916388858236,0.01701267384836074,0.004130758096386227,0.014591263985769464,0.0036126250043254093,0.04956865579582288,0.061112510905342254,1
48,786.0,53.0,53.0,1304.0,0.0,0.0,0.0,0.36923076923076925,0.020512820512820513,0.16335540838852097,0.045916114790286976,0.052538631346578366,0.060927152317880796,0.08035320088300221,0.06445916114790287,0.037527593818984545,0.029580573951434878,0.10684326710816777,0.09757174392935983,0.02992021276595745,0.048292836435663594,0.022207276555185767,0.016341039551544097,0.029499692988806295,0.06603809545054859,0.01104125784392704,0.0157656445254871,0.015908294015826545,0.03548171839020246,0.027650380540465074,0.07181000056403368,1
49,787.0,1.0,1.0,5.0,0.75,1.25,0.0,0.0,0.0,0.16822429906542055,0.056074766355140186,0.009345794392523364,0.07476635514018691,0.12149532710280374,0.06542056074766354,0.018691588785046728,0.028037383177570093,0.11214953271028037,0.037383177570093455,0.04411764705882353,0.03178802385151591,0.008294753086419753,0.003401360544217687,0.002751795162509448,0.014068667590492986,0.00037792894935752074,0.001511715797430083,0.008860334257159654,0.0041795267489711935,0.004115226337448559,0.008294753086419753,1
50,788.0,0.0,0.0,46.0,0.0,0.0,0.0,0.4523809523809524,0.047619047619047616,0.2222222222222222,0.050793650793650794,0.06455026455026455,0.08042328042328042,0.10793650793650794,0.08571428571428572,0.04021164021164021,0.04021164021164021,0.0962962962962963,0.08042328042328042,0.037953795379537955,0.05852538889203063,0.0030377817555819722,0.007703820238642928,0.007908745027657288,0.010185412746815387,0.011614925891927454,0.009059479274872304,0.011491223301600788,0.004304024344685829,0.0010915185435755443,0.006346519726312326,1
51,789.0,110.0,110.0,8459.0,0.005917159763313609,0.0,0.0,1.2485207100591715,0.005917159763313609,0.17030696576151122,0.05430932703659976,0.043683589138134596,0.05342384887839433,0.07644628099173553,0.048996458087367176,0.03571428571428571,0.03364817001180637,0.07733175914994096,0.11216056670602124,0.05423883318140383,0.025760101424412703,0.0061367131128674335,0.00850099660429847,0.011342356330726503,0.02247597894831334,0.005698164270067932,0.006233574404674271,0.009406149582924047,0.0140761264950004,0.002425272811721844,0.012009245367058084,1
52,790.0,2.0,2.0,223.0,0.0,0.0,0.0,1.303030303030303,0.0,0.19818976279650438,0.0568039950062422,0.06772784019975031,0.06647940074906367,0.10830212234706617,0.06491885143570537,0.04369538077403246,0.04088639200998752,0.1064294631710362,0.07615480649188515,0.04678362573099415,0.058977504791239914,0.012193733157167897,0.017077749470614318,0.01580068436731577,0.03372636000327928,0.019443810236796814,0.014068830315934637,0.024645845104473863,0.005317821060990352,0.010894391200757667,0.04213018621786927,1
53,791.0,1.0,1.0,57.0,0.03333333333333333,0.0,0.0,0.8333333333333334,0.0,0.2007042253521127,0.035211267605633804,0.0528169014084507,0.07394366197183098,0.11267605633802817,0.0880281690140845,0.028169014084507043,0.035211267605633804,0.13380281690140844,0.06690140845070422,0.0913978494623656,0.043368352765689906,0.005080061727951795,0.016153534367066087,0.021361156091571035,0.030203116697065883,0.029583285460560015,0.019271982778567676,0.022758620689655177,0.011677430560542304,0.0019157088122605363,0.10795898819297835,1
54,792.0,18789.0,18789.0,9234.0,0.0,0.07692307692307693,0.02564102564102564,1.1282051282051282,0.0,0.19718309859154928,0.035211267605633804,0.028169014084507043,0.08098591549295775,0.10211267605633803,0.09859154929577464,0.04929577464788732,0.02464788732394366,0.11267605633802817,0.05985915492957746,0.015463917525773196,0.03984409286552243,0.002684562307234043,0.008088571117877339,0.005632753486689057,0.005699589419664995,0.014548241564205991,0.013938769730198376,0.009080450934925004,0.0008223684210526315,0.0,0.0048209366391184574,1
